Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,881.0,13.0,136.0,4083.0,0.1,107.02800000000002,0.0,0.0,919.5371930599213,,,,,,,,,,,,,,,,,,,,,48.820676640303034,30.256725429629334,100.58946632009268,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,915.0,14.0,34.0,4117.0,0.1,26.00700000000001,0.0,0.0,923.1239573955536,,,,,,,,,,,,,,,,,,,,,10.998768816336705,8.804071879195629,25.684384945751116,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,993.0,15.0,78.0,4195.0,0.1,46.03100000000001,0.0,0.0,930.7782304286957,,,,,,,,,,,,,,,,,,,,,19.81204010850858,12.074649550951316,44.57476582842737,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1058.0,16.0,65.0,4260.0,0.1,54.00999999999998,0.0,0.0,937.2070183753967,,,,,,,,,,,,,,,,,,,,,23.26508939681027,17.304049520767634,52.6029224311472,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1096.0,17.0,38.0,4298.0,0.1,29.00800000000001,0.0,0.0,941.2016201019287,,,,,,,,,,,,,,,,,,,,,12.100202689613871,9.782154538069728,28.605374441302846,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1149.0,18.0,53.0,4351.0,0.1,43.00899999999998,0.0,0.0,946.6722383499146,,,,,,,,,,,,,,,,,,,,,18.4035534466735,14.020957457810228,42.11780515984083,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1222.0,19.0,73.0,4424.0,0.1,63.00899999999998,0.0,0.0,954.1167709827423,,,,,,,,,,,,,,,,,,,,,27.898481970662843,19.730489170933616,61.09453879920121,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1266.0,20.0,44.0,4468.0,0.1,35.00799999999998,0.0,0.0,959.0071229934692,,,,,,,,,,,,,,,,,,,,,14.9457562178966,11.577229859251984,34.419190688599066,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,54.0,1.0,54.0,4522.0,0.1,43.00999999999998,0.0,0.0,1165.1748356819153,,,,,,,,,,,,,,,,,,,,,18.06372085489965,14.11035861982009,42.11875446400897,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,102.0,2.0,48.0,4570.0,0.1,34.01299999999997,0.0,0.0,1170.3452723026276,,,,,,,,,,,,,,,,,,,,,12.96777911251128,11.556000873186523,33.45742800117381,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,431.0,3.0,329.0,4899.0,0.1,321.00699999999983,0.0,0.0,1202.2865462303162,,,,,,,,,,,,,,,,,,,,,142.42496114054188,81.30161146760072,274.69830970586395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,517.0,4.0,86.0,4985.0,0.1,77.00800000000004,0.0,0.0,1210.6728541851044,,,,,,,,,,,,,,,,,,,,,34.91901199744861,23.443581869598077,74.1531972094411,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,554.0,5.0,37.0,5022.0,0.1,27.00900000000001,0.0,0.0,1214.5202181339264,,,,,,,,,,,,,,,,,,,,,10.855727037879763,9.2287623059141,26.660632704374503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,611.0,6.0,57.0,5079.0,0.1,49.006999999999984,0.0,0.0,1220.0427973270416,,,,,,,,,,,,,,,,,,,,,21.996328245500788,15.514078652443526,47.84885915946624,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,738.0,7.0,127.0,5206.0,0.1,113.01300000000006,0.0,0.0,1232.4366598129272,,,,,,,,,,,,,,,,,,,,,49.72708511403045,33.89841196513079,106.91137603120455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,814.0,8.0,76.0,5282.0,0.1,60.014999999999965,0.0,0.0,1240.1189761161804,,,,,,,,,,,,,,,,,,,,,24.391209043434138,19.48305113232515,58.27776536566496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,947.0,9.0,133.0,5415.0,0.1,122.01000000000005,0.0,0.0,1253.7295076847076,,,,,,,,,,,,,,,,,,,,,55.07701417827956,35.74407457350296,114.91447114210193,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1008.0,10.0,61.0,5476.0,0.1,51.00899999999998,0.0,0.0,1259.8876614570618,,,,,,,,,,,,,,,,,,,,,22.20266959960794,16.334049056953653,49.75409559151136,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1045.0,11.0,37.0,5513.0,0.1,29.00700000000001,0.0,0.0,1263.7332723140717,,,,,,,,,,,,,,,,,,,,,12.426226941693049,9.706366069875953,28.604409818384315,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1076.0,12.0,31.0,5544.0,0.1,24.006000000000007,0.0,0.0,1267.0384171009064,,,,,,,,,,,,,,,,,,,,,10.373662752408098,8.12279492015912,23.731856435690297,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1111.0,13.0,35.0,5579.0,0.1,24.010000000000012,0.0,0.0,1270.741141796112,,,,,,,,,,,,,,,,,,,,,9.191868231287762,8.326753014401241,23.7357323408543,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1352.0,14.0,241.0,5820.0,0.1,224.01600000000002,0.0,0.0,1294.7517144680023,,,,,,,,,,,,,,,,,,,,,103.9587275084974,58.864265891883235,199.3604682464771,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1409.0,15.0,57.0,5877.0,0.1,44.01199999999997,0.0,0.0,1300.4493765830994,,,,,,,,,,,,,,,,,,,,,17.887445709895708,14.554680731169546,43.078529575156686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1491.0,16.0,82.0,5959.0,0.1,71.01000000000005,0.0,0.0,1308.7242586612701,,,,,,,,,,,,,,,,,,,,,31.30028815440375,22.09546797682458,68.58046872832682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1516.0,17.0,25.0,5984.0,0.1,17.00700000000001,0.0,0.0,1311.4326658248901,,,,,,,,,,,,,,,,,,,,,6.767489776765289,6.01577952988024,16.871538961965843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1562.0,18.0,46.0,6030.0,0.1,37.00799999999998,0.0,0.0,1316.6109614372253,,,,,,,,,,,,,,,,,,,,,15.897297775077153,12.167600728131875,36.349386726412554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1641.0,19.0,79.0,6109.0,0.1,72.00600000000003,0.0,0.0,1324.930922985077,,,,,,,,,,,,,,,,,,,,,33.376617567579785,21.73013157702241,69.50819409215141,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1681.0,20.0,40.0,6149.0,0.1,31.00800000000001,0.0,0.0,1329.1509838104248,,,,,,,,,,,,,,,,,,,,,13.046788490215466,10.38485643130673,30.547192297794677,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,84.0,1.0,84.0,6233.0,0.1,75.00800000000004,0.0,0.0,1694.396933555603,,,,,,,,,,,,,,,,,,,,,33.9738427447489,22.897870160495163,72.2987223554296,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,123.0,2.0,39.0,6272.0,0.1,31.00700000000001,0.0,0.0,1698.377605676651,,,,,,,,,,,,,,,,,,,,,13.380315636393702,10.30218053540472,30.54622960315736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,331.0,3.0,208.0,6480.0,0.1,183.02400000000011,0.0,0.0,1718.5736629962921,,,,,,,,,,,,,,,,,,,,,85.01314374807447,48.50858426551967,165.6724453185925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,449.0,4.0,118.0,6598.0,0.1,109.00800000000004,0.0,0.0,1730.1271767616272,,,,,,,,,,,,,,,,,,,,,49.90605055480186,31.98220871942873,103.32563397685315,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,607.0,5.0,158.0,6756.0,0.1,151.00600000000003,0.0,0.0,1745.5739903450012,,,,,,,,,,,,,,,,,,,,,70.02467135507872,42.260616551593344,140.22240651652413,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,726.0,6.0,119.0,6875.0,0.1,109.00900000000004,0.0,0.0,1757.0810463428497,,,,,,,,,,,,,,,,,,,,,49.48761521448816,32.17169196866214,103.32652350997239,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,924.0,7.0,198.0,7073.0,0.1,183.014,0.0,0.0,1776.7400755882263,,,,,,,,,,,,,,,,,,,,,84.90044035867743,50.37613234414862,166.53661951138537,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1052.0,8.0,128.0,7201.0,0.1,120.00700000000003,0.0,0.0,1789.5520858764648,,,,,,,,,,,,,,,,,,,,,55.42314823228534,34.63507598952549,113.13900189104774,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1296.0,9.0,244.0,7445.0,0.1,237.00600000000003,0.0,0.0,1813.62482213974,,,,,,,,,,,,,,,,,,,,,107.8730205559915,62.727986211873244,211.1069858490506,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1371.0,10.0,75.0,7520.0,0.1,65.00900000000004,0.0,0.0,1821.056721687317,,,,,,,,,,,,,,,,,,,,,28.846253787731396,20.289254245910623,62.971410816141606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1427.0,11.0,56.0,7576.0,0.1,47.00799999999998,0.0,0.0,1826.908360004425,,,,,,,,,,,,,,,,,,,,,20.664202283754815,15.071493839382148,45.94264401750072,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1465.0,12.0,38.0,7614.0,0.1,27.010000000000012,0.0,0.0,1830.931081533432,,,,,,,,,,,,,,,,,,,,,10.571031730637774,9.270823097043053,26.661597327293034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1600.0,13.0,135.0,7749.0,0.1,126.00800000000004,0.0,0.0,1843.9812870025635,,,,,,,,,,,,,,,,,,,,,57.75569609588132,36.385592141933984,118.44775809548896,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1665.0,14.0,65.0,7814.0,0.1,56.00799999999998,0.0,0.0,1850.3973987102509,,,,,,,,,,,,,,,,,,,,,24.954478710856733,17.629398441085804,54.49489417725464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1961.0,15.0,296.0,8110.0,0.1,287.0079999999998,0.0,0.0,1879.3807899951935,,,,,,,,,,,,,,,,,,,,,128.05722451345017,74.32411379888272,249.60201597395087,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2060.0,16.0,99.0,8209.0,0.1,89.00900000000004,0.0,0.0,1889.246425628662,,,,,,,,,,,,,,,,,,,,,40.161190195815465,26.859539407052186,85.20336369463988,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2089.0,17.0,29.0,8238.0,0.1,20.00800000000001,0.0,0.0,1892.317538022995,,,,,,,,,,,,,,,,,,,,,7.8851306453375205,7.000816490359885,19.818949290917754,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2325.0,18.0,236.0,8474.0,0.1,221.01400000000007,0.0,0.0,1915.4543950557709,,,,,,,,,,,,,,,,,,,,,97.57395806292324,60.85580863505548,198.38311374151968,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2437.0,19.0,112.0,8586.0,0.1,100.01100000000005,0.0,0.0,1926.3396260738373,,,,,,,,,,,,,,,,,,,,,44.49628847215201,30.133913232903215,95.2177559853337,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2483.0,20.0,46.0,8632.0,0.1,34.010999999999974,0.0,0.0,1931.0840148925781,,,,,,,,,,,,,,,,,,,,,13.529577679549197,11.47694679631006,33.455517005234206,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,209.0,1.0,209.0,8841.0,0.1,201.00700000000003,0.0,0.0,2357.1085402965546,,,,,,,,,,,,,,,,,,,,,91.84517637433686,54.62362823575387,182.17552701626934,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,907.0,2.0,698.0,9539.0,0.1,651.0459999999989,0.0,0.0,2424.4147822856903,,,,,,,,,,,,,,,,,,,,,254.244726291148,137.62501925993328,474.5317700571227,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,1299.0,3.0,392.0,9931.0,0.1,385.00599999999986,0.0,0.0,2462.4379589557648,,,,,,,,,,,,,,,,,,,,,168.26671498441294,93.9765314994375,319.6844970356843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,2077.0,4.0,778.0,10709.0,0.1,777.0,0.0,0.0,2537.7834525108337,,,,,,,,,,,,,,,,,,,,,305.50749925961946,155.27255242360783,540.3954160126249,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,2889.0,5.0,812.0,11521.0,0.1,811.0,0.0,0.0,2616.4413752555847,,,,,,,,,,,,,,,,,,,,,315.694723122714,159.61063556278836,555.7668627830593,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,2967.0,6.0,78.0,11599.0,0.1,71.00600000000003,0.0,0.0,2624.1984157562256,,,,,,,,,,,,,,,,,,,,,32.90146284539415,21.457873071863297,68.57677086301443,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,3191.0,7.0,224.0,11823.0,0.1,214.00900000000004,0.0,0.0,2646.1540660858154,,,,,,,,,,,,,,,,,,,,,96.64735362162166,58.145905739343966,192.74529062471578,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,3300.0,8.0,109.0,11932.0,0.1,99.00900000000004,0.0,0.0,2657.052932739258,,,,,,,,,,,,,,,,,,,,,44.83717839020781,29.532511795579264,94.31027379277914,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,3377.0,9.0,77.0,12009.0,0.1,67.00900000000004,0.0,0.0,2664.884103536606,,,,,,,,,,,,,,,,,,,,,29.793418850399085,20.84611875939709,64.84453096592014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,3575.0,10.0,198.0,12207.0,0.1,179.0180000000001,0.0,0.0,2684.189431667328,,,,,,,,,,,,,,,,,,,,,77.58537291812367,51.52987322955207,163.9838999782682,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,3642.0,11.0,67.0,12274.0,0.1,60.005999999999986,0.0,0.0,2690.896875143051,,,,,,,,,,,,,,,,,,,,,27.658304352514378,18.43830279353215,58.26937408718181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,3978.0,12.0,336.0,12610.0,0.1,320.0149999999999,0.0,0.0,2723.6263065338135,,,,,,,,,,,,,,,,,,,,,142.4913981411902,79.83630069726533,272.68298350859396,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,4046.0,13.0,68.0,12678.0,0.1,59.00799999999998,0.0,0.0,2730.314127445221,,,,,,,,,,,,,,,,,,,,,26.382733740667323,18.472279763695987,57.328573924910515,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,4668.0,14.0,622.0,13300.0,0.1,595.0259999999994,0.0,0.0,2790.1266660690308,,,,,,,,,,,,,,,,,,,,,238.91159584153561,130.87287240199115,447.3171744182265,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,5089.0,15.0,421.0,13721.0,0.1,412.0079999999998,0.0,0.0,2830.6077947616577,,,,,,,,,,,,,,,,,,,,,178.44410439171185,99.38587340654269,337.5578101135059,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,5734.0,16.0,645.0,14366.0,0.1,637.0069999999998,0.0,0.0,2892.4346294403076,,,,,,,,,,,,,,,,,,,,,258.377633618615,137.6217179708472,471.295546112672,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,6317.0,17.0,583.0,14949.0,0.1,567.0149999999996,0.0,0.0,2948.330528497696,,,,,,,,,,,,,,,,,,,,,231.63052792158294,128.2120450904349,432.8396486794268,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,6595.0,18.0,278.0,15227.0,0.1,266.01099999999974,0.0,0.0,2975.12597823143,,,,,,,,,,,,,,,,,,,,,118.01025551888709,70.43903301790526,233.671257810112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,6843.0,19.0,248.0,15475.0,0.1,239.00800000000004,0.0,0.0,2999.6966228485107,,,,,,,,,,,,,,,,,,,,,107.85327012243253,63.67425022867814,212.68554741892746,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,7176.0,20.0,333.0,15808.0,0.1,323.0089999999998,0.0,0.0,3031.850112438202,,,,,,,,,,,,,,,,,,,,,142.37657184290504,82.22121827402785,276.1496246760403,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
