Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
83,4.0,0.0,0.0,214.0,3.0,49.0,5428.0,0.1,24.40700000000003,0.0,0.0,1354.7813692092896,,,,,,,,,,,,,,,,,,,,,7.217935255717588,7.9932833658888685,24.10150007111199,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,241.0,4.0,27.0,5455.0,0.1,12.104999999999995,0.0,0.0,1357.699358701706,,,,,,,,,,,,,,,,,,,,,3.733938633505988,4.0848685705107695,12.028228084836929,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,290.0,5.0,49.0,5504.0,0.1,31.504000000000012,0.0,0.0,1362.6145458221436,,,,,,,,,,,,,,,,,,,,,12.664983980031383,9.895909482805099,30.94527539048403,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,319.0,6.0,29.0,5533.0,0.1,12.606999999999994,0.0,0.0,1365.8430969715118,,,,,,,,,,,,,,,,,,,,,3.650004340888888,4.2654746599640205,12.526189727379256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,431.0,7.0,112.0,5645.0,0.1,66.707,0.0,0.0,1376.8486201763153,,,,,,,,,,,,,,,,,,,,,30.798129265460396,20.58151372291958,63.38431476748868,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,467.0,8.0,36.0,5681.0,0.1,16.30700000000001,0.0,0.0,1380.5477538108826,,,,,,,,,,,,,,,,,,,,,4.8046757502900155,5.371094581580333,16.16634820304746,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,548.0,9.0,81.0,5762.0,0.1,55.105999999999995,0.0,0.0,1388.6034770011902,,,,,,,,,,,,,,,,,,,,,22.460923758320465,16.803913346687324,53.39339857933616,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,915.0,10.0,367.0,6129.0,0.1,260.70799999999986,0.0,0.0,1423.4426922798157,,,,,,,,,,,,,,,,,,,,,101.41371484905726,71.53403903814129,223.93681634627237,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,975.0,11.0,60.0,6189.0,0.1,36.206999999999994,0.0,0.0,1429.3717563152313,,,,,,,,,,,,,,,,,,,,,13.283337172499278,11.395050371083906,35.48092614100591,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1112.0,12.0,137.0,6326.0,0.1,91.70499999999987,0.0,0.0,1442.8355467319489,,,,,,,,,,,,,,,,,,,,,34.23950640826021,26.836457393813625,87.18847738836773,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1294.0,13.0,182.0,6508.0,0.1,141.106,0.0,0.0,1460.3199467658997,,,,,,,,,,,,,,,,,,,,,65.43423732080795,39.97996383177734,129.45575085356933,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1423.0,14.0,129.0,6637.0,0.1,98.106,0.0,0.0,1472.9534666538239,,,,,,,,,,,,,,,,,,,,,40.13407508818982,28.88171377323339,93.11484088054372,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1504.0,15.0,81.0,6718.0,0.1,58.306000000000004,0.0,0.0,1480.837589263916,,,,,,,,,,,,,,,,,,,,,21.884593246897698,19.029417065822994,56.64658446935554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1531.0,16.0,27.0,6745.0,0.1,11.704999999999995,0.0,0.0,1483.581725358963,,,,,,,,,,,,,,,,,,,,,3.4986711048488024,3.9480628874722994,11.633791830037328,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1631.0,17.0,100.0,6845.0,0.1,48.506000000000036,0.0,0.0,1493.235258102417,,,,,,,,,,,,,,,,,,,,,19.93761543404348,12.515653042555682,46.605402656506016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1735.0,18.0,104.0,6949.0,0.1,66.606,0.0,0.0,1503.5387332439423,,,,,,,,,,,,,,,,,,,,,26.595326326941194,18.90230575802829,63.967958010060215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1773.0,19.0,38.0,6987.0,0.1,14.41199999999999,0.0,0.0,1507.3355929851532,,,,,,,,,,,,,,,,,,,,,3.5243493316580965,4.696070596595429,14.306673766255741,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1807.0,20.0,34.0,7021.0,0.1,14.906999999999993,0.0,0.0,1510.9148070812225,,,,,,,,,,,,,,,,,,,,,4.222338323130431,4.958978664268865,14.793011727456754,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,196.0,1.0,196.0,7217.0,0.1,111.9059999999997,0.0,0.0,1818.7791340351105,,,,,,,,,,,,,,,,,,,,,44.24267970097454,27.53310963460231,103.44121376492507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,256.0,2.0,60.0,7277.0,0.1,41.806999999999995,0.0,0.0,1824.580708026886,,,,,,,,,,,,,,,,,,,,,15.552283759844034,13.928965419496258,40.95573348564719,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,427.0,3.0,171.0,7448.0,0.1,78.61600000000006,0.0,0.0,1841.0627982616425,,,,,,,,,,,,,,,,,,,,,30.797474881068123,18.917348042936844,73.49655140158916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,581.0,4.0,154.0,7602.0,0.1,36.707000000000136,0.0,0.0,1856.159640789032,,,,,,,,,,,,,,,,,,,,,11.254754753854666,8.964100821799935,35.043820364815666,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,684.0,5.0,103.0,7705.0,0.1,56.31300000000003,0.0,0.0,1866.386182308197,,,,,,,,,,,,,,,,,,,,,24.50532473810579,15.334974199009743,53.89669103735878,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,753.0,6.0,69.0,7774.0,0.1,54.705,0.0,0.0,1873.2053334712982,,,,,,,,,,,,,,,,,,,,,22.54062479067608,17.70529999283512,53.25615594517776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,882.0,7.0,129.0,7903.0,0.1,85.20599999999993,0.0,0.0,1885.7880008220673,,,,,,,,,,,,,,,,,,,,,35.04938867069563,26.078870546838736,80.84624049623221,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,988.0,8.0,106.0,8009.0,0.1,46.110000000000035,0.0,0.0,1896.2976250648499,,,,,,,,,,,,,,,,,,,,,17.863015852020386,12.023092314248247,44.30508618697358,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1020.0,9.0,32.0,8041.0,0.1,17.605000000000015,0.0,0.0,1899.5715034008026,,,,,,,,,,,,,,,,,,,,,5.879065666637596,6.0291791840436,17.4517559588293,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1421.0,10.0,401.0,8442.0,0.1,313.2049999999999,0.0,0.0,1938.2574844360352,,,,,,,,,,,,,,,,,,,,,130.5794820869231,75.29504564076558,261.36509651106957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1615.0,11.0,194.0,8636.0,0.1,163.207,0.0,0.0,1956.554096698761,,,,,,,,,,,,,,,,,,,,,67.69131464220318,47.26434723229967,150.37548555503727,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1946.0,12.0,331.0,8967.0,0.1,253.60699999999994,0.0,0.0,1988.4707152843475,,,,,,,,,,,,,,,,,,,,,106.83594038379847,68.38189636202337,218.6814479474097,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,2154.0,13.0,208.0,9175.0,0.1,160.51200000000003,0.0,0.0,2008.5129585266113,,,,,,,,,,,,,,,,,,,,,73.40708521280015,46.30625496111582,145.53424923996835,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,2330.0,14.0,176.0,9351.0,0.1,133.308,0.0,0.0,2025.447425365448,,,,,,,,,,,,,,,,,,,,,57.63754057746241,39.824246493463846,123.41049042873372,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2473.0,15.0,143.0,9494.0,0.1,76.60799999999983,0.0,0.0,2039.5135519504547,,,,,,,,,,,,,,,,,,,,,23.628457441274584,22.80141952746208,73.37580882774435,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2520.0,16.0,47.0,9541.0,0.1,28.505000000000013,0.0,0.0,2044.2706668376923,,,,,,,,,,,,,,,,,,,,,11.355006275985689,9.100275912849023,28.02734136040813,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2652.0,17.0,132.0,9673.0,0.1,95.30699999999999,0.0,0.0,2057.1711370944977,,,,,,,,,,,,,,,,,,,,,39.47499177293743,27.24093896916513,90.27676433788373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2754.0,18.0,102.0,9775.0,0.1,56.20600000000002,0.0,0.0,2067.1353340148926,,,,,,,,,,,,,,,,,,,,,24.61176140316573,16.12688656758515,53.803152839403076,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2790.0,19.0,36.0,9811.0,0.1,15.506999999999993,0.0,0.0,2070.959052324295,,,,,,,,,,,,,,,,,,,,,4.353537314670458,5.092767812190996,15.381019314281115,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2937.0,20.0,147.0,9958.0,0.1,110.70599999999996,0.0,0.0,2085.384377002716,,,,,,,,,,,,,,,,,,,,,45.39629314173856,32.89377500182202,104.24112291286724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,117.0,1.0,117.0,10075.0,0.1,79.50699999999998,0.0,0.0,2567.9695749282837,,,,,,,,,,,,,,,,,,,,,33.69203358466631,23.970180446404253,75.71638913246983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,179.0,2.0,62.0,10137.0,0.1,35.907000000000004,0.0,0.0,2574.1878600120544,,,,,,,,,,,,,,,,,,,,,11.62558332540355,11.77909537941357,35.256691961055125,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,289.0,3.0,110.0,10247.0,0.1,70.50799999999995,0.0,0.0,2584.774249792099,,,,,,,,,,,,,,,,,,,,,27.398873606119704,21.622538126301627,67.62931490381959,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,339.0,4.0,50.0,10297.0,0.1,17.41000000000003,0.0,0.0,2589.8587040901184,,,,,,,,,,,,,,,,,,,,,4.2206661380978545,5.2709718452062475,17.233416292263346,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,380.0,5.0,41.0,10338.0,0.1,24.30600000000002,0.0,0.0,2594.111409187317,,,,,,,,,,,,,,,,,,,,,8.220371393010382,8.279752868572583,24.016974705322514,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,598.0,6.0,218.0,10556.0,0.1,109.31199999999993,0.0,0.0,2615.0265853405,,,,,,,,,,,,,,,,,,,,,50.004119190716175,29.77869992786136,98.6082198478999,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,664.0,7.0,66.0,10622.0,0.1,28.40600000000004,0.0,0.0,2621.6578226089478,,,,,,,,,,,,,,,,,,,,,8.700107099644885,8.926700102325057,27.88754012413159,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,720.0,8.0,56.0,10678.0,0.1,40.605999999999995,0.0,0.0,2627.2254786491394,,,,,,,,,,,,,,,,,,,,,15.734096731339763,13.490459563025585,39.804459697981244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,766.0,9.0,46.0,10724.0,0.1,24.90700000000002,0.0,0.0,2632.0263962745667,,,,,,,,,,,,,,,,,,,,,7.931920116711809,8.253252745810578,24.59128966266693,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,867.0,10.0,101.0,10825.0,0.1,68.00699999999998,0.0,0.0,2641.8016834259033,,,,,,,,,,,,,,,,,,,,,26.645071997770252,20.723415194274477,65.44667563281523,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1071.0,11.0,204.0,11029.0,0.1,143.40499999999983,0.0,0.0,2661.4298758506775,,,,,,,,,,,,,,,,,,,,,54.80019980113734,41.590522230153965,132.49060796589188,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1181.0,12.0,110.0,11139.0,0.1,82.20599999999999,0.0,0.0,2672.2385251522064,,,,,,,,,,,,,,,,,,,,,33.41149225198506,24.968524694030958,78.68803323070986,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1396.0,13.0,215.0,11354.0,0.1,156.00699999999995,0.0,0.0,2693.1224372386932,,,,,,,,,,,,,,,,,,,,,63.887803701579,43.166451212018366,142.55609183173226,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1595.0,14.0,199.0,11553.0,0.1,155.40499999999992,0.0,0.0,2712.7004249095917,,,,,,,,,,,,,,,,,,,,,63.190204330907534,43.8144832819406,143.11623869930932,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1727.0,15.0,132.0,11685.0,0.1,89.90599999999999,0.0,0.0,2725.6520352363586,,,,,,,,,,,,,,,,,,,,,36.807544670599555,25.329693463623567,85.21775439451552,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2198.0,16.0,471.0,12156.0,0.1,329.3069999999998,0.0,0.0,2770.6028831005096,,,,,,,,,,,,,,,,,,,,,136.35169701302905,73.72037151503179,265.6163177259976,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,2621.0,17.0,423.0,12579.0,0.1,299.90899999999993,0.0,0.0,2811.049695968628,,,,,,,,,,,,,,,,,,,,,124.64795722197466,72.63465797194215,247.6780224620063,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2966.0,18.0,345.0,12924.0,0.1,203.40599999999966,0.0,0.0,2843.6396484375,,,,,,,,,,,,,,,,,,,,,86.41473823152177,49.40572577120647,173.94062261473178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,3009.0,19.0,43.0,12967.0,0.1,18.90700000000003,0.0,0.0,2847.980051279068,,,,,,,,,,,,,,,,,,,,,5.240004479140171,6.1184550696488795,18.71909928687143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,3205.0,20.0,196.0,13163.0,0.1,127.50699999999989,0.0,0.0,2866.9593942165375,,,,,,,,,,,,,,,,,,,,,48.89000730168588,36.56452398867853,118.1607619319716,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,70.0,1.0,70.0,13233.0,0.1,52.306999999999995,0.0,0.0,3367.148402452469,,,,,,,,,,,,,,,,,,,,,20.417412970023317,17.1693877714754,50.97968949139166,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,330.0,2.0,260.0,13493.0,0.1,137.80499999999972,0.0,0.0,3391.9226529598236,,,,,,,,,,,,,,,,,,,,,60.36952879646342,31.290695411839042,122.35350717375994,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,431.0,3.0,101.0,13594.0,0.1,50.907000000000025,0.0,0.0,3401.901818037033,,,,,,,,,,,,,,,,,,,,,16.417014196552998,15.444553937279364,49.34752727316719,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,473.0,4.0,42.0,13636.0,0.1,17.40700000000003,0.0,0.0,3406.3245599269867,,,,,,,,,,,,,,,,,,,,,4.730122164641507,5.5592281531827314,17.24280323274732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,563.0,5.0,90.0,13726.0,0.1,74.606,0.0,0.0,3415.2956409454346,,,,,,,,,,,,,,,,,,,,,31.46249383970158,23.50150843044492,71.91813991611922,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
